Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Los Angeles,United States,JO-15280,Jas O'Carroll,19-04-2016,US-2016-115819,90049,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",West,1608,Consumer,24-04-2016,Second Class,California,Binders,0.2,1.971,+33.8%,1,5.84
Office Supplies,Los Angeles,United States,TG-21310,Toby Gnade,15-11-2016,CA-2016-146633,90049,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,West,2240,Consumer,17-11-2016,Second Class,California,Binders,0.2,381.297,+37.5%,1,1016.792
Office Supplies,Pleasant Grove,United States,VD-21670,Valerie Dominguez,04-08-2014,CA-2014-126361,84062,OFF-BI-10002852,Ibico Standard Transparent Covers,West,1381,Consumer,09-08-2014,Second Class,Utah,Binders,0.2,4.7792,+36.3%,1,13.184
Office Supplies,Seattle,United States,IG-15085,Ivan Gibson,18-10-2014,CA-2014-143168,98103,OFF-BI-10003784,Computer Printout Index Tabs,West,7118,Consumer,23-10-2014,Second Class,Washington,Binders,0.2,0.4704,+35.0%,1,1.344
Office Supplies,Seattle,United States,DW-13540,Don Weiss,23-09-2017,CA-2017-132521,98105,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,West,1080,Consumer,25-09-2017,Second Class,Washington,Binders,0.2,2.322,+33.8%,1,6.88
Office Supplies,Avondale,United States,KM-16720,Kunst Miller,24-09-2015,US-2015-106873,85323,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,West,9152,Consumer,29-09-2015,Second Class,Arizona,Art,0.2,2.3686,+16.3%,2,14.576
Office Supplies,Encinitas,United States,RA-19915,Russell Applegate,18-12-2017,CA-2017-140585,92024,OFF-BI-10003364,Binding Machine Supplies,West,1114,Consumer,23-12-2017,Second Class,California,Binders,0.2,16.3352,+35.0%,2,46.672
Office Supplies,Fresno,United States,SA-20830,Sue Ann Reed,19-03-2017,CA-2017-124436,93727,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,West,5230,Consumer,22-03-2017,Second Class,California,Binders,0.2,5.1184,+35.0%,2,14.624
Office Supplies,Los Angeles,United States,MC-17845,Michael Chen,20-12-2014,CA-2014-156594,90008,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,West,3643,Consumer,23-12-2014,Second Class,California,Binders,0.2,152.495,+31.3%,2,487.984
Office Supplies,Los Angeles,United States,PG-18895,Paul Gonzalez,17-12-2015,CA-2015-134117,90008,OFF-BI-10002026,Avery Arch Ring Binders,West,8940,Consumer,19-12-2015,Second Class,California,Binders,0.2,31.374,+33.8%,2,92.96
Office Supplies,Los Angeles,United States,SC-20725,Steven Cartwright,21-03-2017,CA-2017-108539,90045,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,West,5348,Consumer,23-03-2017,Second Class,California,Binders,0.2,2.8836,+33.8%,2,8.544
Office Supplies,Los Angeles,United States,DV-13465,Dianna Vittorini,10-09-2016,CA-2016-126102,90049,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,West,9086,Consumer,12-09-2016,Second Class,California,Binders,0.2,89.9548,+32.5%,2,276.784
Office Supplies,Los Angeles,United States,MB-18085,Mick Brown,25-04-2017,CA-2017-151071,90049,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,5075,Consumer,29-04-2017,Second Class,California,Binders,0.2,4.5188,+32.5%,2,13.904
Office Supplies,San Francisco,United States,MM-17920,Michael Moore,19-12-2017,CA-2017-128160,94110,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,West,1442,Consumer,24-12-2017,Second Class,California,Binders,0.2,11.46,+31.3%,2,36.672
Office Supplies,Seattle,United States,TB-21400,Tom Boeckenhauer,03-02-2014,CA-2014-111059,98105,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,West,1518,Consumer,06-02-2014,Second Class,Washington,Binders,0.2,27.248,+32.5%,2,83.84
Office Supplies,Fort Collins,United States,LW-17215,Luke Weiss,02-09-2017,CA-2017-102218,80525,OFF-LA-10002475,Avery 519,West,9284,Consumer,04-09-2017,Second Class,Colorado,Labels,0.2,3.9474,+33.8%,2,11.696
Office Supplies,Thornton,United States,LC-16870,Lena Cacioppo,03-12-2017,CA-2017-118017,80229,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,7884,Consumer,06-12-2017,Second Class,Colorado,Paper,0.2,3.741,+36.3%,2,10.32
Office Supplies,Los Angeles,United States,AI-10855,Arianne Irving,10-11-2016,CA-2016-158694,90036,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,West,5047,Consumer,13-11-2016,Second Class,California,Binders,0.2,1.8144,+35.0%,3,5.184
Office Supplies,Los Angeles,United States,SC-20725,Steven Cartwright,21-03-2017,CA-2017-108539,90045,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",West,5347,Consumer,23-03-2017,Second Class,California,Binders,0.2,3.9498,+36.3%,3,10.896
Office Supplies,Los Angeles,United States,JO-15280,Jas O'Carroll,19-04-2016,US-2016-115819,90049,OFF-BI-10000591,Avery Binder Labels,West,1610,Consumer,24-04-2016,Second Class,California,Binders,0.2,3.2676,+35.0%,3,9.336
Office Supplies,Pocatello,United States,MV-17485,Mark Van Huff,26-03-2016,CA-2016-161361,83201,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",West,9019,Consumer,28-03-2016,Second Class,Idaho,Binders,0.2,5.538,+32.5%,3,17.04
Office Supplies,Seattle,United States,DK-13375,Dennis Kane,17-07-2016,US-2016-139087,98105,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",West,6280,Consumer,22-07-2016,Second Class,Washington,Binders,0.2,4.1652,+32.5%,3,12.816
Office Supplies,Seattle,United States,ME-17725,Max Engle,24-09-2015,CA-2015-161830,98105,OFF-BI-10001097,Avery Hole Reinforcements,West,4916,Consumer,26-09-2015,Second Class,Washington,Binders,0.2,5.4201,+36.3%,3,14.952
Office Supplies,Seattle,United States,TB-21400,Tom Boeckenhauer,03-02-2014,CA-2014-111059,98105,OFF-BI-10002827,Avery Durable Poly Binders,West,1519,Consumer,06-02-2014,Second Class,Washington,Binders,0.2,4.3134,+32.5%,3,13.272
Office Supplies,Seattle,United States,SC-20380,Shahid Collister,11-07-2015,CA-2015-142419,98115,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",West,2462,Consumer,13-07-2015,Second Class,Washington,Binders,0.2,34.4232,+35.0%,3,98.352
Office Supplies,Springfield,United States,KL-16645,Ken Lonsdale,29-12-2016,CA-2016-157742,97477,OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",West,7063,Consumer,31-12-2016,Second Class,Oregon,Envelopes,0.2,10.422,+37.5%,3,27.792
Office Supplies,Mesa,United States,TG-21310,Toby Gnade,14-07-2015,CA-2015-143364,85204,OFF-ST-10002743,SAFCO Boltless Steel Shelving,West,7864,Consumer,19-07-2015,Second Class,Arizona,Storage,0.2,-64.7748,-23.8%,3,272.736
Office Supplies,Salem,United States,BM-11785,Bryan Mills,20-03-2015,CA-2015-165813,97301,OFF-ST-10004258,Portable Personal File Box,West,8780,Consumer,22-03-2015,Second Class,Oregon,Storage,0.2,2.5641,+8.8%,3,29.304
Office Supplies,Springfield,United States,RC-19960,Ryan Crowe,06-12-2014,US-2014-112872,97477,OFF-ST-10002205,File Shuttle I and Handi-File,West,2984,Consumer,11-12-2014,Second Class,Oregon,Storage,0.2,4.6746,+8.8%,3,53.424
Office Supplies,Portland,United States,TB-21595,Troy Blackwell,07-11-2014,US-2014-139640,97206,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,West,9811,Consumer,11-11-2014,Second Class,Oregon,Art,0.2,9.0576,+7.5%,4,120.768
Office Supplies,Stockton,United States,AT-10735,Annie Thurman,09-09-2016,CA-2016-112893,95207,OFF-BI-10004654,VariCap6 Expandable Binder,West,2995,Consumer,13-09-2016,Second Class,California,Binders,0.2,18.684,+33.8%,4,55.36
Office Supplies,Vallejo,United States,KM-16720,Kunst Miller,01-04-2014,US-2014-157021,94591,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",West,1374,Consumer,06-04-2014,Second Class,California,Binders,0.2,5.5536,+32.5%,4,17.088
Office Supplies,Mesa,United States,TG-21310,Toby Gnade,14-07-2015,CA-2015-143364,85204,OFF-PA-10001846,Xerox 1899,West,7865,Consumer,19-07-2015,Second Class,Arizona,Paper,0.2,6.7048,+36.3%,4,18.496
Office Supplies,Louisville,United States,PW-19240,Pierre Wener,18-11-2014,CA-2014-164210,80027,OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",West,2439,Consumer,20-11-2014,Second Class,Colorado,Paper,0.2,12.5328,+35.0%,4,35.808
Office Supplies,Fresno,United States,GM-14500,Gene McClure,20-08-2017,US-2017-111241,93727,OFF-BI-10002867,GBC Recycled Regency Composition Covers,West,2025,Consumer,22-08-2017,Second Class,California,Binders,0.2,77.714,+32.5%,5,239.12
Office Supplies,Los Angeles,United States,JM-16195,Justin MacKendrick,15-02-2015,CA-2015-116092,90004,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",West,2249,Consumer,18-02-2015,Second Class,California,Binders,0.2,13.0375,+31.3%,5,41.72
Office Supplies,Los Angeles,United States,JM-16195,Justin MacKendrick,15-02-2015,CA-2015-116092,90004,OFF-BI-10000546,Avery Durable Binders,West,2250,Consumer,18-02-2015,Second Class,California,Binders,0.2,4.176,+36.3%,5,11.52
Office Supplies,Los Angeles,United States,MC-17845,Michael Chen,20-12-2014,CA-2014-156594,90008,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,3646,Consumer,23-12-2014,Second Class,California,Binders,0.2,50.414,+32.5%,5,155.12
Office Supplies,Bellingham,United States,SF-20200,Sarah Foster,01-11-2017,CA-2017-123967,98226,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,West,2567,Consumer,03-11-2017,Second Class,Washington,Binders,0.2,7.85,+31.3%,5,25.12
Office Supplies,Mesa,United States,DO-13435,Denny Ordway,02-06-2017,CA-2017-140760,85204,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",West,3690,Consumer,05-06-2017,Second Class,Arizona,Envelopes,0.2,15.921,+36.3%,5,43.92
Office Supplies,Portland,United States,TB-21595,Troy Blackwell,07-11-2014,US-2014-139640,97206,OFF-PA-10000304,Xerox 1995,West,9810,Consumer,11-11-2014,Second Class,Oregon,Paper,0.2,9.072,+35.0%,5,25.92
Office Supplies,Thornton,United States,LC-16870,Lena Cacioppo,03-12-2017,CA-2017-118017,80229,OFF-AR-10003856,Newell 344,West,7881,Consumer,06-12-2017,Second Class,Colorado,Art,0.2,1.0008,+7.5%,6,13.344
Office Supplies,Pasadena,United States,JF-15355,Jay Fein,23-04-2017,CA-2017-136651,91104,OFF-BI-10003638,GBC Durable Plastic Covers,West,7242,Consumer,25-04-2017,Second Class,California,Binders,0.2,30.186,+32.5%,6,92.88
Office Supplies,San Francisco,United States,PK-19075,Pete Kriz,04-09-2017,CA-2017-116680,94122,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,West,5459,Consumer,06-09-2017,Second Class,California,Binders,0.2,4.3368,+32.5%,6,13.344
Office Supplies,Seattle,United States,TB-21400,Tom Boeckenhauer,11-06-2017,CA-2017-134565,98103,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",West,4221,Consumer,13-06-2017,Second Class,Washington,Binders,0.2,6.6294,+36.3%,6,18.288
Office Supplies,Mesa,United States,DO-13435,Denny Ordway,02-06-2017,CA-2017-140760,85204,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),West,3689,Consumer,05-06-2017,Second Class,Arizona,Paper,0.2,7.92,+31.3%,6,25.344
Office Supplies,Avondale,United States,KM-16720,Kunst Miller,24-09-2015,US-2015-106873,85323,OFF-AR-10001246,Newell 317,West,9154,Consumer,29-09-2015,Second Class,Arizona,Art,0.2,1.8522,+11.3%,7,16.464
Office Supplies,Fresno,United States,SA-20830,Sue Ann Reed,19-03-2017,CA-2017-124436,93727,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",West,5233,Consumer,22-03-2017,Second Class,California,Binders,0.2,9.2799,+33.8%,7,27.496
Office Supplies,Los Angeles,United States,TG-21310,Toby Gnade,15-11-2016,CA-2016-146633,90049,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,2241,Consumer,17-11-2016,Second Class,California,Binders,0.2,13.3476,+35.0%,7,38.136
Office Supplies,Thornton,United States,LC-16870,Lena Cacioppo,03-12-2017,CA-2017-118017,80229,OFF-SU-10004782,"Elite 5"" Scissors",West,7885,Consumer,06-12-2017,Second Class,Colorado,Supplies,0.2,5.915000000,+12.5%,7,47.32
Office Supplies,Mesa,United States,MV-17485,Mark Van Huff,24-11-2017,CA-2017-169894,85204,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,West,4350,Consumer,29-11-2017,Second Class,Arizona,Storage,0.2,-41.5872,-10.0%,8,415.872
Office Supplies,Salt Lake City,United States,DO-13645,Doug O'Connell,15-09-2017,CA-2017-165008,84106,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,8045,Consumer,17-09-2017,Second Class,Utah,Binders,0.2,106.9578,+36.3%,9,295.056
Office Supplies,Mesa,United States,MV-17485,Mark Van Huff,24-11-2017,CA-2017-169894,85204,OFF-BI-10004230,GBC Recycled Grain Textured Covers,West,4349,Consumer,29-11-2017,Second Class,Arizona,Binders,0.7,-15.1976,-73.3%,2,20.724
Office Supplies,Aurora,United States,MM-18055,Michelle Moray,20-11-2015,US-2015-165743,80013,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,West,7994,Consumer,23-11-2015,Second Class,Colorado,Binders,0.7,-3.4272,-70.0%,3,4.896
Office Supplies,Fort Collins,United States,HA-14905,Helen Abelman,22-10-2017,CA-2017-130141,80525,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,West,4642,Consumer,24-10-2017,Second Class,Colorado,Binders,0.7,-2.5344,-80.0%,4,3.168
Office Supplies,Aurora,United States,MM-18055,Michelle Moray,20-11-2015,US-2015-165743,80013,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,West,7996,Consumer,23-11-2015,Second Class,Colorado,Binders,0.7,-7.3692,-76.7%,6,9.612
Office Supplies,Kenosha,United States,DK-12895,Dana Kaydos,08-03-2015,CA-2015-105627,53142,OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Central,3998,Consumer,12-03-2015,Standard Class,Wisconsin,Art,0,4.494,+30.0%,1,14.98
Office Supplies,Columbus,United States,ML-17410,Maris LaWare,29-05-2017,CA-2017-121580,47201,OFF-BI-10000632,Satellite Sectional Post Binders,Central,6248,Consumer,04-06-2017,Standard Class,Indiana,Binders,0,19.9686,+46.0%,1,43.41
Office Supplies,Broken Arrow,United States,BP-11230,Benjamin Patterson,24-09-2016,CA-2016-141551,74012,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,5681,Consumer,30-09-2016,Standard Class,Oklahoma,Binders,0,2.9348,+46.0%,1,6.38
Office Supplies,Columbus,United States,ML-17410,Maris LaWare,29-05-2017,CA-2017-121580,47201,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Central,6251,Consumer,04-06-2017,Standard Class,Indiana,Paper,0,3.99,+50.0%,1,7.98
Office Supplies,Lafayette,United States,RW-19690,Robert Waldorf,21-03-2017,CA-2017-169285,47905,OFF-PA-10004971,Xerox 196,Central,2334,Consumer,25-03-2017,Standard Class,Indiana,Paper,0,2.8322,+49.0%,1,5.78
Office Supplies,Springfield,United States,AA-10480,Andrew Allen,17-07-2016,CA-2016-121671,65807,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Central,3110,Consumer,22-07-2016,Standard Class,Missouri,Paper,0,3.7436,+49.0%,1,7.64
Office Supplies,Fremont,United States,DK-13090,Dave Kipp,01-10-2017,CA-2017-117807,68025,OFF-PA-10000994,Xerox 1915,Central,3582,Consumer,07-10-2017,Standard Class,Nebraska,Paper,0,50.328,+48.0%,1,104.85
Office Supplies,Broken Arrow,United States,BP-11230,Benjamin Patterson,24-09-2016,CA-2016-141551,74012,OFF-PA-10001569,Xerox 232,Central,5682,Consumer,30-09-2016,Standard Class,Oklahoma,Paper,0,3.1104,+48.0%,1,6.48
Office Supplies,Lafayette,United States,LP-17095,Liz Preis,21-12-2017,CA-2017-106782,47905,OFF-ST-10004459,Tennsco Single-Tier Lockers,Central,4944,Consumer,27-12-2017,Standard Class,Indiana,Storage,0,18.767,+5.0%,1,375.34
Office Supplies,Westland,United States,XP-21865,Xylona Preis,20-01-2014,CA-2014-167927,48185,OFF-ST-10000760,Eldon Fold 'N Roll Cart System,Central,6327,Consumer,26-01-2014,Standard Class,Michigan,Storage,0,4.0542,+29.0%,1,13.98
Office Supplies,Springfield,United States,AA-10480,Andrew Allen,17-07-2016,CA-2016-121671,65807,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Central,3112,Consumer,22-07-2016,Standard Class,Missouri,Storage,0,47.7306,+18.0%,1,265.17
Office Supplies,Columbus,United States,ML-17410,Maris LaWare,29-05-2017,CA-2017-121580,47201,OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Central,6250,Consumer,04-06-2017,Standard Class,Indiana,Appliances,0,120.9416,+26.0%,2,465.16
Office Supplies,Wichita,United States,CD-11920,Carlos Daly,29-12-2016,CA-2016-122017,67212,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Central,5364,Consumer,02-01-2017,Standard Class,Kansas,Appliances,0,22.9488,+28.0%,2,81.96
Office Supplies,Lakeville,United States,BN-11515,Bradley Nguyen,17-03-2014,CA-2014-118339,55044,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,1346,Consumer,24-03-2014,Standard Class,Minnesota,Appliances,0,36.5742,+39.0%,2,93.78
Office Supplies,Omaha,United States,AG-10270,Alejandro Grove,13-09-2016,CA-2016-105732,68104,OFF-AP-10001394,Harmony Air Purifier,Central,7385,Consumer,18-09-2016,Standard Class,Nebraska,Appliances,0,136.08,+36.0%,2,378
Office Supplies,Oklahoma City,United States,RF-19735,Roland Fjeld,29-07-2017,US-2017-130953,73120,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,5027,Consumer,03-08-2017,Standard Class,Oklahoma,Appliances,0,60.5528,+44.0%,2,137.62
Office Supplies,Detroit,United States,JA-15970,Joseph Airdo,01-09-2016,CA-2016-116526,48227,OFF-AR-10004999,Newell 315,Central,6987,Consumer,05-09-2016,Standard Class,Michigan,Art,0,2.99,+25.0%,2,11.96
Office Supplies,Midland,United States,SC-20020,Sam Craven,10-11-2014,CA-2014-121006,48640,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Central,5165,Consumer,16-11-2014,Standard Class,Michigan,Art,0,1.521,+39.0%,2,3.9
Office Supplies,Sterling Heights,United States,JF-15295,Jason Fortune-,30-10-2016,CA-2016-167290,48310,OFF-AR-10004078,Newell 312,Central,3292,Consumer,04-11-2016,Standard Class,Michigan,Art,0,3.504,+30.0%,2,11.68
Office Supplies,Lawton,United States,Co-12640,Corey-Lock,20-06-2014,US-2014-112949,73505,OFF-AR-10003469,Nontoxic Chalk,Central,8147,Consumer,27-06-2014,Standard Class,Oklahoma,Art,0,1.6896,+48.0%,2,3.52
Office Supplies,Minneapolis,United States,AA-10315,Alex Avila,29-06-2017,CA-2017-147039,55407,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Central,1161,Consumer,04-07-2017,Standard Class,Minnesota,Binders,0,5.77,+50.0%,2,11.54
Office Supplies,Minneapolis,United States,DL-12925,Daniel Lacy,08-05-2015,CA-2015-136798,55407,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Central,5062,Consumer,12-05-2015,Standard Class,Minnesota,Binders,0,21.99,+50.0%,2,43.98
Office Supplies,Minneapolis,United States,SC-20095,Sanjit Chand,23-09-2014,CA-2014-116904,55407,OFF-BI-10000301,GBC Instant Report Kit,Central,4100,Consumer,28-09-2014,Standard Class,Minnesota,Binders,0,6.47,+50.0%,2,12.94
Office Supplies,Rochester,United States,CT-11995,Carol Triggs,25-09-2017,CA-2017-162481,55901,OFF-BI-10002976,ACCOHIDE Binder by Acco,Central,2035,Consumer,29-09-2017,Standard Class,Minnesota,Binders,0,3.8822,+47.0%,2,8.26
Office Supplies,Oklahoma City,United States,RF-19735,Roland Fjeld,29-07-2017,US-2017-130953,73120,OFF-BI-10004828,GBC Poly Designer Binding Covers,Central,5025,Consumer,03-08-2017,Standard Class,Oklahoma,Binders,0,16.4052,+49.0%,2,33.48
Office Supplies,Detroit,United States,OT-18730,Olvera Toch,20-04-2015,CA-2015-109169,48234,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Central,8301,Consumer,24-04-2015,Standard Class,Michigan,Envelopes,0,81.432,+45.0%,2,180.96
Office Supplies,Roseville,United States,JB-16000,Joy Bell-,09-09-2017,US-2017-159562,48066,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central,5217,Consumer,15-09-2017,Standard Class,Michigan,Envelopes,0,8.2156,+47.0%,2,17.48
Office Supplies,Springfield,United States,MB-18085,Mick Brown,04-09-2016,CA-2016-142524,65807,OFF-EN-10003286,Staple envelope,Central,9073,Consumer,08-09-2016,Standard Class,Missouri,Envelopes,0,7.7832,+47.0%,2,16.56
Office Supplies,Madison,United States,JP-15520,Jeremy Pistek,08-12-2017,CA-2017-117324,53711,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Central,5730,Consumer,13-12-2017,Standard Class,Wisconsin,Labels,0,28.0876,+46.0%,2,61.06
Office Supplies,Columbus,United States,RA-19915,Russell Applegate,13-11-2015,CA-2015-149909,47201,OFF-PA-10001790,Xerox 1910,Central,6200,Consumer,17-11-2015,Standard Class,Indiana,Paper,0,46.1184,+48.0%,2,96.08
Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,30-11-2016,CA-2016-156748,48227,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Central,8532,Consumer,06-12-2016,Standard Class,Michigan,Paper,0,6.3296,+46.0%,2,13.76
Office Supplies,Detroit,United States,AA-10480,Andrew Allen,26-08-2016,CA-2016-114601,48234,OFF-PA-10000605,Xerox 1950,Central,7703,Consumer,02-09-2016,Standard Class,Michigan,Paper,0,5.6644,+49.0%,2,11.56
Office Supplies,Detroit,United States,MV-18190,Mike Vittorini,30-01-2014,CA-2014-134103,48234,OFF-PA-10001204,Xerox 1972,Central,6388,Consumer,04-02-2014,Standard Class,Michigan,Paper,0,4.752,+45.0%,2,10.56
Office Supplies,Royal Oak,United States,NC-18415,Nathan Cano,09-06-2015,CA-2015-144190,48073,OFF-PA-10000304,Xerox 1995,Central,4952,Consumer,13-06-2015,Standard Class,Michigan,Paper,0,6.2208,+48.0%,2,12.96
Office Supplies,Royal Oak,United States,SW-20275,Scott Williamson,10-03-2014,US-2014-100279,48073,OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,1172,Consumer,14-03-2014,Standard Class,Michigan,Paper,0,10.7424,+48.0%,2,22.38
Office Supplies,Eagan,United States,DL-12925,Daniel Lacy,03-11-2017,CA-2017-121615,55122,OFF-PA-10000327,Xerox 1971,Central,2907,Consumer,09-11-2017,Standard Class,Minnesota,Paper,0,3.852,+45.0%,2,8.56
Office Supplies,Oklahoma City,United States,CC-12145,Charles Crestani,08-08-2016,CA-2016-130078,73120,OFF-PA-10003270,Xerox 1954,Central,5257,Consumer,14-08-2016,Standard Class,Oklahoma,Paper,0,4.752,+45.0%,2,10.56
Office Supplies,Detroit,United States,DB-13210,Dean Braden,07-10-2017,CA-2017-152709,48234,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Central,5281,Consumer,12-10-2017,Standard Class,Michigan,Storage,0,22.2352,+26.0%,2,85.52
Office Supplies,Detroit,United States,MV-18190,Mike Vittorini,30-01-2014,CA-2014-134103,48234,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Central,6389,Consumer,04-02-2014,Standard Class,Michigan,Storage,0,6.8982,+3.0%,2,229.94
Office Supplies,Westland,United States,XP-21865,Xylona Preis,20-01-2014,CA-2014-167927,48185,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Central,6331,Consumer,26-01-2014,Standard Class,Michigan,Storage,0,15.9792,+24.0%,2,66.58
Office Supplies,Apple Valley,United States,NC-18340,Nat Carroll,30-03-2014,US-2014-113124,55124,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Central,8431,Consumer,05-04-2014,Standard Class,Minnesota,Storage,0,6.465000000,+5.0%,2,129.3
Office Supplies,Rochester,United States,CM-12190,Charlotte Melton,22-12-2017,CA-2017-146164,55901,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Central,8579,Consumer,26-12-2017,Standard Class,Minnesota,Storage,0,7.79,+25.0%,2,31.16
Office Supplies,Wausau,United States,MS-17365,Maribeth Schnelling,07-11-2014,CA-2014-120278,54401,OFF-ST-10002214,X-Rack File for Hanging Folders,Central,4833,Consumer,12-11-2014,Standard Class,Wisconsin,Storage,0,5.8708,+26.0%,2,22.58
Office Supplies,Omaha,United States,AG-10270,Alejandro Grove,13-09-2016,CA-2016-105732,68104,OFF-SU-10004782,"Elite 5"" Scissors",Central,7383,Consumer,18-09-2016,Standard Class,Nebraska,Supplies,0,5.07,+30.0%,2,16.9
Office Supplies,Minneapolis,United States,AA-10315,Alex Avila,29-06-2017,CA-2017-147039,55407,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",Central,1160,Consumer,04-07-2017,Standard Class,Minnesota,Appliances,0,90.735,+25.0%,3,362.94
Office Supplies,Madison,United States,JP-15520,Jeremy Pistek,08-12-2017,CA-2017-117324,53711,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Central,5729,Consumer,13-12-2017,Standard Class,Wisconsin,Appliances,0,305.13,+28.0%,3,1089.75
Office Supplies,Detroit,United States,AA-10480,Andrew Allen,26-08-2016,CA-2016-114601,48234,OFF-AR-10002578,Newell 335,Central,7707,Consumer,02-09-2016,Standard Class,Michigan,Art,0,2.5056,+29.0%,3,8.64
Office Supplies,Westland,United States,XP-21865,Xylona Preis,20-01-2014,CA-2014-167927,48185,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Central,6332,Consumer,26-01-2014,Standard Class,Michigan,Art,0,12.7368,+29.0%,3,43.92
Office Supplies,Apple Valley,United States,CT-11995,Carol Triggs,04-06-2017,CA-2017-158106,55124,OFF-AR-10002255,Newell 346,Central,2928,Consumer,10-06-2017,Standard Class,Minnesota,Art,0,2.5056,+29.0%,3,8.64
